date,Year,Month,Day,class,CC.Season,Season,Treatment,Rate,metabo.type,precip.cat
2/21/2012,2012,2,21,Early CC,CC,Winter,Pre,-0.660845152,AR,Elevated
2/22/2012,2012,2,22,Early CC,CC,Winter,Pre,-1.275038271,AR,Zero
2/23/2012,2012,2,23,Early CC,CC,Winter,Pre,-1.238776588,AR,Zero
2/24/2012,2012,2,24,Early CC,CC,Winter,Pre,-0.702276484,AR,Elevated
2/25/2012,2012,2,25,Early CC,CC,Winter,Pre,-0.867164441,AR,Zero
2/26/2012,2012,2,26,Early CC,CC,Winter,Pre,-0.918633336,AR,Zero
2/27/2012,2012,2,27,Early CC,CC,Winter,Pre,-1.35000355,AR,Zero
2/28/2012,2012,2,28,Early CC,CC,Winter,Pre,-2.690092032,AR,Zero
2/29/2012,2012,2,29,Early CC,CC,Winter,Pre,-0.952565927,AR,Elevated
3/1/2012,2012,3,1,Late CC,CC,Winter,Pre,-1.253593888,AR,Zero
3/2/2012,2012,3,2,Late CC,CC,Winter,Pre,-0.882243119,AR,Zero
3/3/2012,2012,3,3,Late CC,CC,Winter,Pre,-1.390101551,AR,Elevated
3/4/2012,2012,3,4,Late CC,CC,Winter,Pre,-1.481828196,AR,Zero
3/5/2012,2012,3,5,Late CC,CC,Winter,Pre,-1.545376447,AR,Elevated
3/6/2012,2012,3,6,Late CC,CC,Winter,Pre,-1.920406413,AR,Zero
3/7/2012,2012,3,7,Late CC,CC,Winter,Pre,-2.726286587,AR,Zero
3/8/2012,2012,3,8,Late CC,CC,Winter,Pre,-1.837018139,AR,Elevated
3/12/2012,2012,3,12,Late CC,CC,Winter,Pre,-2.32325989,AR,Elevated
3/13/2012,2012,3,13,Late CC,CC,Winter,Pre,-2.569613757,AR,Zero
3/14/2012,2012,3,14,Late CC,CC,Winter,Pre,-2.578028626,AR,Zero
3/15/2012,2012,3,15,Late CC,CC,Winter,Pre,-3.443723803,AR,Zero
3/16/2012,2012,3,16,Late CC,CC,Winter,Pre,-2.580928335,AR,Zero
3/17/2012,2012,3,17,Late CC,CC,Winter,Pre,-2.005692147,AR,Zero
3/18/2012,2012,3,18,Late CC,CC,Winter,Pre,-1.970635828,AR,Zero
3/19/2012,2012,3,19,Late CC,CC,Winter,Pre,-2.476226554,AR,Elevated
3/20/2012,2012,3,20,Late CC,CC,Winter,Pre,-2.720501403,AR,Zero
3/21/2012,2012,3,21,Late CC,CC,Winter,Pre,-2.792523545,AR,Zero
3/22/2012,2012,3,22,Late CC,CC,Winter,Pre,-3.700272149,AR,Zero
3/23/2012,2012,3,23,Late CC,CC,Winter,Pre,-2.936748401,AR,Elevated
3/24/2012,2012,3,24,Late CC,CC,Winter,Pre,-5.289978406,AR,Zero
3/25/2012,2012,3,25,Late CC,CC,Winter,Pre,-6.21731561,AR,Zero
3/26/2012,2012,3,26,Late CC,CC,Winter,Pre,-4.129018793,AR,Elevated
3/27/2012,2012,3,27,Late CC,CC,Winter,Pre,-4.40975961,AR,Zero
3/28/2012,2012,3,28,Late CC,CC,Winter,Pre,-5.817450069,AR,Zero
3/29/2012,2012,3,29,Late CC,CC,Winter,Pre,-5.153189837,AR,Zero
4/12/2012,2012,4,12,Late CC,CC,Spring,Pre,-0.703302913,AR,Zero
4/13/2012,2012,4,13,Late CC,CC,Spring,Pre,-0.832381581,AR,Zero
4/14/2012,2012,4,14,Late CC,CC,Spring,Pre,-0.699192202,AR,Zero
4/15/2012,2012,4,15,Late CC,CC,Spring,Pre,-1.328190985,AR,Elevated
4/16/2012,2012,4,16,Late CC,CC,Spring,Pre,-0.646164603,AR,Elevated
4/17/2012,2012,4,17,Late CC,CC,Spring,Pre,-1.084040682,AR,Zero
4/18/2012,2012,4,18,Late CC,CC,Spring,Pre,-1.413841014,AR,Zero
4/19/2012,2012,4,19,Late CC,CC,Spring,Pre,-1.742616376,AR,Zero
4/20/2012,2012,4,20,Late CC,CC,Spring,Pre,-0.643865475,AR,Zero
4/21/2012,2012,4,21,Late CC,CC,Spring,Pre,-1.451631869,AR,Zero
4/23/2012,2012,4,23,Late CC,CC,Spring,Pre,-1.093735849,AR,Zero
4/24/2012,2012,4,24,Late CC,CC,Spring,Pre,-1.396261134,AR,Zero
4/25/2012,2012,4,25,Late CC,CC,Spring,Pre,-1.152344817,AR,Zero
4/26/2012,2012,4,26,Late CC,CC,Spring,Pre,-1.765598091,AR,Elevated
4/27/2012,2012,4,27,Late CC,CC,Spring,Pre,-1.750619649,AR,Zero
4/29/2012,2012,4,29,Late CC,CC,Spring,Pre,-2.421412654,AR,Zero
4/30/2012,2012,4,30,Late CC,CC,Spring,Pre,-2.099400477,AR,Elevated
5/1/2012,2012,5,1,Late CC,No CC,Spring,Pre,-3.295403594,AR,Elevated
5/2/2012,2012,5,2,Late CC,No CC,Spring,Pre,-3.50618223,AR,Elevated
5/3/2012,2012,5,3,Late CC,No CC,Spring,Pre,-3.926488869,AR,Zero
5/4/2012,2012,5,4,Late CC,No CC,Spring,Pre,-3.218667176,AR,Zero
5/5/2012,2012,5,5,Late CC,No CC,Spring,Pre,-3.220335699,AR,Zero
5/6/2012,2012,5,6,Late CC,No CC,Spring,Pre,-4.621331219,AR,Zero
5/7/2012,2012,5,7,Late CC,No CC,Spring,Pre,-3.163476012,AR,Elevated
5/8/2012,2012,5,8,Late CC,No CC,Spring,Pre,-3.549897371,AR,Elevated
5/9/2012,2012,5,9,Late CC,No CC,Spring,Pre,-3.182893843,AR,Zero
5/10/2012,2012,5,10,Late CC,No CC,Spring,Pre,-3.196790787,AR,Zero
5/16/2012,2012,5,16,Late CC,No CC,Spring,Pre,-3.707501441,AR,Zero
5/17/2012,2012,5,17,Late CC,No CC,Spring,Pre,-3.647725365,AR,Zero
5/18/2012,2012,5,18,Late CC,No CC,Spring,Pre,-3.885431604,AR,Zero
5/19/2012,2012,5,19,Late CC,No CC,Spring,Pre,-4.025152874,AR,Zero
6/1/2012,2012,6,1,No CC,No CC,Spring,Pre,-1.12890841,AR,Elevated
6/2/2012,2012,6,2,No CC,No CC,Spring,Pre,-2.586793566,AR,Zero
6/3/2012,2012,6,3,No CC,No CC,Spring,Pre,-2.954182983,AR,Zero
6/4/2012,2012,6,4,No CC,No CC,Spring,Pre,-3.080493539,AR,Zero
6/5/2012,2012,6,5,No CC,No CC,Spring,Pre,-2.224932287,AR,Zero
6/6/2012,2012,6,6,No CC,No CC,Spring,Pre,-2.407477774,AR,Zero
6/7/2012,2012,6,7,No CC,No CC,Spring,Pre,-2.499054492,AR,Zero
6/8/2012,2012,6,8,No CC,No CC,Spring,Pre,-2.401574634,AR,Zero
6/9/2012,2012,6,9,No CC,No CC,Spring,Pre,-2.569269256,AR,Zero
6/10/2012,2012,6,10,No CC,No CC,Spring,Pre,-2.270193344,AR,Zero
6/11/2012,2012,6,11,No CC,No CC,Spring,Pre,-1.940546908,AR,Zero
6/15/2012,2012,6,15,No CC,No CC,Spring,Pre,-2.488996756,AR,Zero
6/16/2012,2012,6,16,No CC,No CC,Spring,Pre,-2.527814346,AR,Zero
6/17/2012,2012,6,17,No CC,No CC,Spring,Pre,-1.854443421,AR,Zero
6/18/2012,2012,6,18,No CC,No CC,Spring,Pre,-2.721690695,AR,Elevated
6/19/2012,2012,6,19,No CC,No CC,Spring,Pre,-2.282572614,AR,Zero
6/20/2012,2012,6,20,No CC,No CC,Spring,Pre,-1.865908207,AR,Zero
6/21/2012,2012,6,21,No CC,No CC,Spring,Pre,-1.807509133,AR,Zero
6/22/2012,2012,6,22,No CC,No CC,Spring,Pre,-1.764266864,AR,Zero
6/23/2012,2012,6,23,No CC,No CC,Spring,Pre,-1.768509996,AR,Zero
6/24/2012,2012,6,24,No CC,No CC,Spring,Pre,-1.831301686,AR,Zero
6/25/2012,2012,6,25,No CC,No CC,Spring,Pre,-1.334126226,AR,Zero
7/4/2012,2012,7,4,No CC,No CC,Summer,Pre,-1.568700212,AR,Zero
7/5/2012,2012,7,5,No CC,No CC,Summer,Pre,-1.576244046,AR,Zero
7/6/2012,2012,7,6,No CC,No CC,Summer,Pre,-1.405153165,AR,Zero
7/7/2012,2012,7,7,No CC,No CC,Summer,Pre,-1.420401409,AR,Zero
7/8/2012,2012,7,8,No CC,No CC,Summer,Pre,-1.077888618,AR,Zero
7/9/2012,2012,7,9,No CC,No CC,Summer,Pre,-1.188192358,AR,Zero
7/10/2012,2012,7,10,No CC,No CC,Summer,Pre,-1.064889664,AR,Zero
7/11/2012,2012,7,11,No CC,No CC,Summer,Pre,-0.994785101,AR,Zero
7/12/2012,2012,7,12,No CC,No CC,Summer,Pre,-1.196309834,AR,Zero
7/13/2012,2012,7,13,No CC,No CC,Summer,Pre,-1.191697948,AR,Zero
7/14/2012,2012,7,14,No CC,No CC,Summer,Pre,-0.881004362,AR,Zero
8/30/2012,2012,8,30,No CC,No CC,Summer,Pre,-0.462470064,AR,Zero
8/31/2012,2012,8,31,No CC,No CC,Summer,Pre,-0.558714548,AR,Zero
9/1/2012,2012,9,1,No CC,No CC,Summer,Pre,-0.289250726,AR,Zero
9/2/2012,2012,9,2,No CC,No CC,Summer,Pre,-0.266440472,AR,Zero
9/3/2012,2012,9,3,No CC,No CC,Summer,Pre,-0.218199681,AR,Zero
9/4/2012,2012,9,4,No CC,No CC,Summer,Pre,-0.275609352,AR,Zero
9/5/2012,2012,9,5,No CC,No CC,Summer,Pre,-0.23435265,AR,Zero
9/6/2012,2012,9,6,No CC,No CC,Summer,Pre,-0.112373946,AR,Zero
9/7/2012,2012,9,7,No CC,No CC,Summer,Pre,-0.139478918,AR,Zero
9/16/2012,2012,9,16,No CC,No CC,Summer,Pre,-0.148234598,AR,Zero
9/17/2012,2012,9,17,No CC,No CC,Summer,Pre,-0.153437081,AR,Zero
9/18/2012,2012,9,18,No CC,No CC,Summer,Pre,-0.177816732,AR,Elevated
9/19/2012,2012,9,19,No CC,No CC,Summer,Pre,-0.172965055,AR,Elevated
9/20/2012,2012,9,20,No CC,No CC,Summer,Pre,-0.143990067,AR,Elevated
9/21/2012,2012,9,21,No CC,No CC,Summer,Pre,-0.191034311,AR,Zero
9/22/2012,2012,9,22,No CC,No CC,Summer,Pre,-0.169055582,AR,Zero
9/23/2012,2012,9,23,No CC,No CC,Summer,Pre,-0.131445439,AR,Zero
9/24/2012,2012,9,24,No CC,No CC,Summer,Pre,-0.200056805,AR,Zero
10/4/2012,2012,10,4,Early CC,CC,Fall,Pre,-0.169273216,AR,Zero
10/5/2012,2012,10,5,Early CC,CC,Fall,Pre,-0.035847528,AR,Elevated
10/6/2012,2012,10,6,Early CC,CC,Fall,Pre,-0.120186399,AR,Elevated
10/7/2012,2012,10,7,Early CC,CC,Fall,Pre,-0.145961308,AR,Zero
10/8/2012,2012,10,8,Early CC,CC,Fall,Pre,-0.10957507,AR,Zero
10/9/2012,2012,10,9,Early CC,CC,Fall,Pre,-0.144883911,AR,Zero
10/10/2012,2012,10,10,Early CC,CC,Fall,Pre,-0.131975984,AR,Elevated
10/11/2012,2012,10,11,Early CC,CC,Fall,Pre,-0.19172518,AR,Zero
10/17/2012,2012,10,17,Early CC,CC,Fall,Pre,-0.22438023,AR,Zero
10/18/2012,2012,10,18,Early CC,CC,Fall,Pre,-0.054080927,AR,Elevated
10/19/2012,2012,10,19,Early CC,CC,Fall,Pre,-0.159192298,AR,Elevated
10/20/2012,2012,10,20,Early CC,CC,Fall,Pre,-0.423118574,AR,Zero
10/21/2012,2012,10,21,Early CC,CC,Fall,Pre,-0.283398271,AR,Zero
10/22/2012,2012,10,22,Early CC,CC,Fall,Pre,-0.345161668,AR,Zero
10/23/2012,2012,10,23,Early CC,CC,Fall,Pre,-0.244347681,AR,Zero
10/24/2012,2012,10,24,Early CC,CC,Fall,Pre,-0.251143139,AR,Elevated
10/25/2012,2012,10,25,Early CC,CC,Fall,Pre,-0.144010399,AR,Zero
11/1/2012,2012,11,1,Early CC,CC,Fall,Pre,-0.260983758,AR,Zero
11/2/2012,2012,11,2,Early CC,CC,Fall,Pre,-0.201794054,AR,Zero
11/3/2012,2012,11,3,Early CC,CC,Fall,Pre,-0.257016236,AR,Zero
11/4/2012,2012,11,4,Early CC,CC,Fall,Pre,-0.255621036,AR,Zero
11/5/2012,2012,11,5,Early CC,CC,Fall,Pre,-0.215401171,AR,Zero
11/6/2012,2012,11,6,Early CC,CC,Fall,Pre,-0.280900833,AR,Zero
11/7/2012,2012,11,7,Early CC,CC,Fall,Pre,-0.25217879,AR,Zero
11/8/2012,2012,11,8,Early CC,CC,Fall,Pre,-0.314988012,AR,Zero
11/11/2012,2012,11,11,Early CC,CC,Fall,Pre,-0.375518877,AR,Zero
11/12/2012,2012,11,12,Early CC,CC,Fall,Pre,-0.403404323,AR,Elevated
11/13/2012,2012,11,13,Early CC,CC,Fall,Pre,-0.402097701,AR,Zero
11/14/2012,2012,11,14,Early CC,CC,Fall,Pre,-0.478343897,AR,Zero
11/15/2012,2012,11,15,Early CC,CC,Fall,Pre,-0.443507866,AR,Zero
11/16/2012,2012,11,16,Early CC,CC,Fall,Pre,-0.387282617,AR,Zero
11/17/2012,2012,11,17,Early CC,CC,Fall,Pre,-0.382845692,AR,Zero
11/18/2012,2012,11,18,Early CC,CC,Fall,Pre,-0.390212464,AR,Zero
11/22/2012,2012,11,22,Early CC,CC,Fall,Pre,-0.453691102,AR,Elevated
11/23/2012,2012,11,23,Early CC,CC,Fall,Pre,-0.296244057,AR,Zero
11/24/2012,2012,11,24,Early CC,CC,Fall,Pre,-0.286951004,AR,Zero
11/25/2012,2012,11,25,Early CC,CC,Fall,Pre,-0.357484147,AR,Zero
11/26/2012,2012,11,26,Early CC,CC,Fall,Pre,-0.428835241,AR,Zero
11/27/2012,2012,11,27,Early CC,CC,Fall,Pre,-0.461829587,AR,Zero
11/28/2012,2012,11,28,Early CC,CC,Fall,Pre,-0.298286208,AR,Zero
11/29/2012,2012,11,29,Early CC,CC,Fall,Pre,-0.373665818,AR,Zero
12/2/2012,2012,12,2,Early CC,CC,Fall,Pre,-0.510948777,AR,Zero
12/3/2012,2012,12,3,Early CC,CC,Fall,Pre,-0.505693986,AR,Zero
12/4/2012,2012,12,4,Early CC,CC,Fall,Pre,-0.484150341,AR,Elevated
12/5/2012,2012,12,5,Early CC,CC,Fall,Pre,-0.518461346,AR,Zero
12/6/2012,2012,12,6,Early CC,CC,Fall,Pre,-0.694265704,AR,Zero
12/7/2012,2012,12,7,Early CC,CC,Fall,Pre,-0.615481795,AR,Elevated
12/8/2012,2012,12,8,Early CC,CC,Fall,Pre,-0.426891234,AR,Zero
12/9/2012,2012,12,9,Early CC,CC,Fall,Pre,-0.307085597,AR,Zero
12/13/2012,2012,12,13,Early CC,CC,Fall,Pre,-0.401386392,AR,Zero
12/14/2012,2012,12,14,Early CC,CC,Fall,Pre,-0.48534257,AR,Zero
12/15/2012,2012,12,15,Early CC,CC,Fall,Pre,-0.42507733,AR,Zero
12/16/2012,2012,12,16,Early CC,CC,Fall,Pre,-0.393941347,AR,Elevated
12/17/2012,2012,12,17,Early CC,CC,Fall,Pre,-0.423254834,AR,Zero
12/18/2012,2012,12,18,Early CC,CC,Fall,Pre,-0.656877869,AR,Zero
12/19/2012,2012,12,19,Early CC,CC,Fall,Pre,-0.700951702,AR,Zero
12/20/2012,2012,12,20,Early CC,CC,Fall,Pre,0.285284654,AR,High
12/21/2012,2012,12,21,Early CC,CC,Fall,Pre,-0.193310366,AR,Elevated
12/22/2012,2012,12,22,Early CC,CC,Fall,Pre,-0.298171895,AR,Zero
12/23/2012,2012,12,23,Early CC,CC,Fall,Pre,-0.255818121,AR,Zero
12/24/2012,2012,12,24,Early CC,CC,Fall,Pre,-0.176236139,AR,Zero
12/25/2012,2012,12,25,Early CC,CC,Fall,Pre,-0.214632031,AR,Zero
12/26/2012,2012,12,26,Early CC,CC,Fall,Pre,-0.210287179,AR,Elevated
12/27/2012,2012,12,27,Early CC,CC,Fall,Pre,-0.304338391,AR,Zero
1/10/2013,2013,1,10,Early CC,CC,Winter,Post,-0.850711332,AR,Zero
1/11/2013,2013,1,11,Early CC,CC,Winter,Post,-0.381648008,AR,Elevated
1/12/2013,2013,1,12,Early CC,CC,Winter,Post,-0.671297276,AR,Elevated
1/13/2013,2013,1,13,Early CC,CC,Winter,Post,-0.279180701,AR,High
1/14/2013,2013,1,14,Early CC,CC,Winter,Post,-0.18138321,AR,Elevated
1/15/2013,2013,1,15,Early CC,CC,Winter,Post,-0.218531997,AR,Zero
1/16/2013,2013,1,16,Early CC,CC,Winter,Post,-0.187864444,AR,Zero
1/17/2013,2013,1,17,Early CC,CC,Winter,Post,-0.155389876,AR,Zero
1/20/2013,2013,1,20,Early CC,CC,Winter,Post,-0.214278398,AR,Zero
1/21/2013,2013,1,21,Early CC,CC,Winter,Post,-0.143640011,AR,Zero
1/22/2013,2013,1,22,Early CC,CC,Winter,Post,-0.306131285,AR,Zero
1/23/2013,2013,1,23,Early CC,CC,Winter,Post,-0.319859227,AR,Zero
1/24/2013,2013,1,24,Early CC,CC,Winter,Post,-0.182438019,AR,Elevated
1/25/2013,2013,1,25,Early CC,CC,Winter,Post,-0.170155568,AR,Zero
1/26/2013,2013,1,26,Early CC,CC,Winter,Post,-0.206188619,AR,Elevated
1/27/2013,2013,1,27,Early CC,CC,Winter,Post,-0.297783038,AR,Zero
2/2/2013,2013,2,2,Early CC,CC,Winter,Post,-0.130097335,AR,Zero
2/3/2013,2013,2,3,Early CC,CC,Winter,Post,-0.207540732,AR,Elevated
2/4/2013,2013,2,4,Early CC,CC,Winter,Post,-0.196367479,AR,Elevated
2/5/2013,2013,2,5,Early CC,CC,Winter,Post,-0.246096454,AR,Elevated
2/6/2013,2013,2,6,Early CC,CC,Winter,Post,-0.334136427,AR,Elevated
2/7/2013,2013,2,7,Early CC,CC,Winter,Post,-0.483614434,AR,Zero
2/8/2013,2013,2,8,Early CC,CC,Winter,Post,-0.45308726,AR,Elevated
2/9/2013,2013,2,9,Early CC,CC,Winter,Post,-0.559454345,AR,Zero
2/12/2013,2013,2,12,Early CC,CC,Winter,Post,-0.91508772,AR,Zero
2/13/2013,2013,2,13,Early CC,CC,Winter,Post,-1.06180881,AR,Zero
2/14/2013,2013,2,14,Early CC,CC,Winter,Post,-0.8827745,AR,Zero
2/15/2013,2013,2,15,Early CC,CC,Winter,Post,-0.926193588,AR,Zero
2/16/2013,2013,2,16,Early CC,CC,Winter,Post,-1.041429703,AR,Zero
2/17/2013,2013,2,17,Early CC,CC,Winter,Post,-1.070080551,AR,Zero
2/18/2013,2013,2,18,Early CC,CC,Winter,Post,-1.177339204,AR,Zero
2/23/2013,2013,2,23,Early CC,CC,Winter,Post,-1.266069837,AR,Zero
2/24/2013,2013,2,24,Early CC,CC,Winter,Post,-1.345996142,AR,Zero
2/25/2013,2013,2,25,Early CC,CC,Winter,Post,-1.585592369,AR,Zero
2/26/2013,2013,2,26,Early CC,CC,Winter,Post,-2.314442728,AR,Zero
2/27/2013,2013,2,27,Early CC,CC,Winter,Post,-3.961441135,AR,High
2/28/2013,2013,2,28,Early CC,CC,Winter,Post,-5.034005172,AR,Elevated
3/1/2013,2013,3,1,Late CC,CC,Winter,Post,-4.217909257,AR,Zero
3/2/2013,2013,3,2,Late CC,CC,Winter,Post,-4.054891769,AR,Zero
3/5/2013,2013,3,5,Late CC,CC,Winter,Post,-2.383949104,AR,Elevated
3/6/2013,2013,3,6,Late CC,CC,Winter,Post,-3.169430774,AR,Elevated
3/7/2013,2013,3,7,Late CC,CC,Winter,Post,-3.785202804,AR,Zero
3/8/2013,2013,3,8,Late CC,CC,Winter,Post,-3.633674121,AR,Zero
3/9/2013,2013,3,9,Late CC,CC,Winter,Post,-4.257463726,AR,Zero
3/10/2013,2013,3,10,Late CC,CC,Winter,Post,-10.58767564,AR,Elevated
3/11/2013,2013,3,11,Late CC,CC,Winter,Post,-1.39049038,AR,Elevated
3/12/2013,2013,3,12,Late CC,CC,Winter,Post,-3.071542874,AR,Elevated
3/15/2013,2013,3,15,Late CC,CC,Winter,Post,-3.457149808,AR,Zero
3/16/2013,2013,3,16,Late CC,CC,Winter,Post,-1.566308103,AR,Elevated
3/17/2013,2013,3,17,Late CC,CC,Winter,Post,-2.491316868,AR,Zero
3/18/2013,2013,3,18,Late CC,CC,Winter,Post,-1.699242225,AR,Elevated
3/19/2013,2013,3,19,Late CC,CC,Winter,Post,-2.491770954,AR,Zero
3/20/2013,2013,3,20,Late CC,CC,Winter,Post,-2.438290693,AR,Zero
3/21/2013,2013,3,21,Late CC,CC,Winter,Post,-2.366296214,AR,Elevated
3/22/2013,2013,3,22,Late CC,CC,Winter,Post,-2.172082255,AR,Zero
3/23/2013,2013,3,23,Late CC,CC,Winter,Post,-2.737752889,AR,Zero
3/24/2013,2013,3,24,Late CC,CC,Winter,Post,-1.976770581,AR,Zero
3/25/2013,2013,3,25,Late CC,CC,Winter,Post,-2.441294969,AR,Elevated
3/26/2013,2013,3,26,Late CC,CC,Winter,Post,-2.945723093,AR,Elevated
3/27/2013,2013,3,27,Late CC,CC,Winter,Post,-2.764274107,AR,Zero
3/28/2013,2013,3,28,Late CC,CC,Winter,Post,-3.188593383,AR,Zero
3/29/2013,2013,3,29,Late CC,CC,Winter,Post,-3.535108542,AR,Zero
3/30/2013,2013,3,30,Late CC,CC,Winter,Post,-3.256822724,AR,Zero
4/6/2013,2013,4,6,Late CC,CC,Spring,Post,-3.132098218,AR,Zero
4/7/2013,2013,4,7,Late CC,CC,Spring,Post,-3.2103344,AR,Zero
4/8/2013,2013,4,8,Late CC,CC,Spring,Post,-2.815824869,AR,Zero
4/9/2013,2013,4,9,Late CC,CC,Spring,Post,-3.076068874,AR,Elevated
4/10/2013,2013,4,10,Late CC,CC,Spring,Post,-4.543831649,AR,Zero
4/23/2013,2013,4,23,Late CC,CC,Spring,Post,-5.772724312,AR,Zero
4/24/2013,2013,4,24,Late CC,CC,Spring,Post,-1.643334504,AR,High
4/25/2013,2013,4,25,Late CC,CC,Spring,Post,-3.876089701,AR,Elevated
4/26/2013,2013,4,26,Late CC,CC,Spring,Post,-6.689255461,AR,Zero
4/27/2013,2013,4,27,Late CC,CC,Spring,Post,-8.740848901,AR,Zero
4/28/2013,2013,4,28,Late CC,CC,Spring,Post,-4.793860678,AR,Elevated
4/29/2013,2013,4,29,Late CC,CC,Spring,Post,-11.53505309,AR,Elevated
4/30/2013,2013,4,30,Late CC,CC,Spring,Post,-13.64130314,AR,Zero
5/1/2013,2013,5,1,Late CC,No CC,Spring,Post,-13.37307986,AR,Zero
5/9/2013,2013,5,9,Late CC,No CC,Spring,Post,-5.088408122,AR,Elevated
5/10/2013,2013,5,10,Late CC,No CC,Spring,Post,-3.610674205,AR,Elevated
5/11/2013,2013,5,11,Late CC,No CC,Spring,Post,-2.259929515,AR,Elevated
5/12/2013,2013,5,12,Late CC,No CC,Spring,Post,-3.338250588,AR,Elevated
5/13/2013,2013,5,13,Late CC,No CC,Spring,Post,-3.625890347,AR,Zero
5/14/2013,2013,5,14,Late CC,No CC,Spring,Post,-4.357840531,AR,Zero
5/15/2013,2013,5,15,Late CC,No CC,Spring,Post,-3.645014444,AR,Zero
5/16/2013,2013,5,16,Late CC,No CC,Spring,Post,-4.102161063,AR,Zero
5/17/2013,2013,5,17,Late CC,No CC,Spring,Post,-4.136427453,AR,Zero
5/18/2013,2013,5,18,Late CC,No CC,Spring,Post,-3.718780294,AR,Zero
5/28/2013,2013,5,28,Late CC,No CC,Spring,Post,-1.819906051,AR,Elevated
5/29/2013,2013,5,29,Late CC,No CC,Spring,Post,-3.056851786,AR,Elevated
5/30/2013,2013,5,30,Late CC,No CC,Spring,Post,-3.22885597,AR,Zero
5/31/2013,2013,5,31,Late CC,No CC,Spring,Post,-0.963399777,AR,Elevated
6/1/2013,2013,6,1,No CC,No CC,Spring,Post,-0.405833087,AR,High
6/2/2013,2013,6,2,No CC,No CC,Spring,Post,-1.556905107,AR,Elevated
6/3/2013,2013,6,3,No CC,No CC,Spring,Post,-1.740025018,AR,Zero
6/4/2013,2013,6,4,No CC,No CC,Spring,Post,-1.80123677,AR,Zero
6/5/2013,2013,6,5,No CC,No CC,Spring,Post,-1.623374303,AR,Zero
6/6/2013,2013,6,6,No CC,No CC,Spring,Post,-2.599997733,AR,Zero
6/8/2013,2013,6,8,No CC,No CC,Spring,Post,-2.888407244,AR,Zero
6/9/2013,2013,6,9,No CC,No CC,Spring,Post,-3.045190756,AR,Zero
6/10/2013,2013,6,10,No CC,No CC,Spring,Post,-1.63552074,AR,High
6/11/2013,2013,6,11,No CC,No CC,Spring,Post,-2.680099045,AR,Elevated
6/12/2013,2013,6,12,No CC,No CC,Spring,Post,-9.18007281,AR,Elevated
6/13/2013,2013,6,13,No CC,No CC,Spring,Post,-1.707570282,AR,High
6/14/2013,2013,6,14,No CC,No CC,Spring,Post,-1.981404154,AR,Zero
6/15/2013,2013,6,15,No CC,No CC,Spring,Post,-1.09638493,AR,Zero
6/16/2013,2013,6,16,No CC,No CC,Spring,Post,-3.193134648,AR,Elevated
6/17/2013,2013,6,17,No CC,No CC,Spring,Post,-4.392259544,AR,Zero
6/21/2013,2013,6,21,No CC,No CC,Spring,Post,-4.93400363,AR,Zero
6/22/2013,2013,6,22,No CC,No CC,Spring,Post,-4.155938968,AR,Zero
6/23/2013,2013,6,23,No CC,No CC,Spring,Post,-4.087310215,AR,Zero
6/24/2013,2013,6,24,No CC,No CC,Spring,Post,-4.227290688,AR,Elevated
6/25/2013,2013,6,25,No CC,No CC,Spring,Post,-4.890920404,AR,Elevated
6/26/2013,2013,6,26,No CC,No CC,Spring,Post,-1.315357318,AR,High
6/27/2013,2013,6,27,No CC,No CC,Spring,Post,-2.605275511,AR,High
6/28/2013,2013,6,28,No CC,No CC,Spring,Post,-2.940226378,AR,Elevated
6/29/2013,2013,6,29,No CC,No CC,Spring,Post,-3.424752419,AR,Zero
1/14/2014,2014,1,14,Early CC,CC,Winter,Post,0.072443214,AR,Zero
1/15/2014,2014,1,15,Early CC,CC,Winter,Post,-0.096320133,AR,Zero
1/16/2014,2014,1,16,Early CC,CC,Winter,Post,-0.131948407,AR,Zero
1/17/2014,2014,1,17,Early CC,CC,Winter,Post,-0.235131649,AR,Elevated
1/18/2014,2014,1,18,Early CC,CC,Winter,Post,-0.184415847,AR,Zero
1/19/2014,2014,1,19,Early CC,CC,Winter,Post,0.002325805,AR,Elevated
1/20/2014,2014,1,20,Early CC,CC,Winter,Post,-0.220889519,AR,Zero
1/21/2014,2014,1,21,Early CC,CC,Winter,Post,-0.243678681,AR,Elevated
1/22/2014,2014,1,22,Early CC,CC,Winter,Post,-0.144122447,AR,Zero
1/23/2014,2014,1,23,Early CC,CC,Winter,Post,-0.108881217,AR,Elevated
2/1/2014,2014,2,1,Early CC,CC,Winter,Post,-0.111599968,AR,Elevated
2/2/2014,2014,2,2,Early CC,CC,Winter,Post,-0.114396468,AR,Elevated
2/3/2014,2014,2,3,Early CC,CC,Winter,Post,0.072510195,AR,Zero
2/4/2014,2014,2,4,Early CC,CC,Winter,Post,0.078624519,AR,Zero
2/5/2014,2014,2,5,Early CC,CC,Winter,Post,-0.031959155,AR,Elevated
2/6/2014,2014,2,6,Early CC,CC,Winter,Post,-0.029855293,AR,Elevated
2/7/2014,2014,2,7,Early CC,CC,Winter,Post,-0.035808532,AR,Zero
2/8/2014,2014,2,8,Early CC,CC,Winter,Post,-0.024235609,AR,Zero
2/9/2014,2014,2,9,Early CC,CC,Winter,Post,-0.048969145,AR,Elevated
2/10/2014,2014,2,10,Early CC,CC,Winter,Post,-0.079454325,AR,Zero
2/11/2014,2014,2,11,Early CC,CC,Winter,Post,-0.098019726,AR,Zero
